uniqueID,Search,Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations,Average per Year
2399,B,Linaria dalmatica invades south-facing slopes and less grazed areas in grazing-tolerant mixed-grass prairie,"Blumenthal, Dana M.; Norton, Andrew P.; Cox, Samuel E.; Hardy, Erik M.; Liston, Glen E.; Kennaway, Lisa; Booth, D. Terrance; Derner, Justin D.",BIOLOGICAL INVASIONS,Feb-12,2012,14,2,395,404,10.1007/s10530-011-0085-9,13,1.86
2400,B,Grazing Intensity and Spatial Heterogeneity in Bare Soil in a Grazing-Resistant Grassland,"Augustine, David J.; Booth, D. Terrance; Cox, Samuel E.; Derner, Justin D.",RANGELAND ECOLOGY & MANAGEMENT,Jan-12,2012,65,1,39,46,10.2111/REM-D-11-00005.1,13,1.86
2401,B,"Integration by case, place and process: transdisciplinary research for sustainable grazing in the Lachlan River catchment, Australia","Sherren, Kate; Fischer, Joern; Clayton, Helena; Schirmer, Jacki; Dovers, Stephen",LANDSCAPE ECOLOGY,Oct-10,2010,25,8,1219,1230,10.1007/s10980-010-9494-x,13,1.44
2402,B,Influence of livestock grazing on meadow pipit foraging behaviour in upland grassland,"Vandenberghe, Charlotte; Prior, Gina; Littlewood, Nick A.; Brooker, Rob; Pakeman, Robin",BASIC AND APPLIED ECOLOGY,2009,2009,10,7,662,670,10.1016/j.baae.2009.03.009,13,1.3
2403,B,Determining the effect of stocking rate on the spatial distribution of cattle for the subtropical savannas,"Tomkins, N. W.; O'Reagain, P. J.; Swain, D.; Bishop-Hurley, G.; Charmley, E.",RANGELAND JOURNAL,2009,2009,31,3,267,276,10.1071/RJ07070,13,1.3
2404,B,Unpreferred plants affect patch choice and spatial distribution of European brown hares,"Kuijper, D. P. J.; Bakker, J. P.",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,NOV-DEC 2008,2008,34,3,339,344,10.1016/j.actao.2008.06.007,13,1.18
2405,B,Controlling invasive annual grasses in grazed pastures: population dynamics and critical gap sizes,"Tozer, Katherine N.; Chapman, David F.; Quigley, Paul E.; Dowling, Peter M.; Cousens, Roger D.; Kearney, Gavin A.; Sedcole, J. Richard",JOURNAL OF APPLIED ECOLOGY,Aug-08,2008,45,4,1152,1159,10.1111/j.1365-2664.2008.01500.x,13,1.18
2406,B,Functional diversity of soil bacteria as affected by management practices and phenological stage of Phaseolus vulgaris,"Papatheodorou, E. M.; Efthimiadou, E.; Stamou, G. P.",EUROPEAN JOURNAL OF SOIL BIOLOGY,JUL-AUG 2008,2008,44,4,429,436,10.1016/j.ejsobi.2008.06.002,13,1.18
2407,B,Community-level interactions between ungulate browsers and woody plants in an African savanna dominated by palatable-spinescent Acacia trees,"Fornara, D. A.; du Toit, J. T.",JOURNAL OF ARID ENVIRONMENTS,Apr-08,2008,72,4,534,545,10.1016/j.jaridenv.2007.07.010,13,1.18
2408,B,On the overlap between effect and response plant functional types linked to grazing,"Blanco, C. C.; Sosinski, E. E., Jr.; dos Santos, B. R. C.; da Silva, M. A.; Pillar, V. D.",COMMUNITY ECOLOGY,2007,2007,8,1,57,65,10.1556/ComEc.8.2007.1.8,13,1.08
2409,B,Long-term changes in collembolan communities in grazed and non-grazed abandoned arable fields in Denmark,"Petersen, H; Jucevica, E; Gjelstrup, P",PEDOBIOLOGIA,2004,2004,48,05-Jun,559,573,10.1016/j.pedobi.2004.06.003,13,0.87
2410,B,A landscape-scale model for optimal management of sheep grazing in the Magellanic steppe,"Cingolani, AM; Anchorena, J; Stoffella, SL; Collantes, MB",APPLIED VEGETATION SCIENCE,Dec-02,2002,5,2,159,166,10.1658/1402-2001(2002)005[0159:ALMFOM]2.0.CO;2,13,0.76
2411,B,Grazing impacts on soil nitrogen and phosphorus under Parkland pastures,"Baron, VS; Dick, AC; Mapfumo, E; Malhi, SS; Naeth, MA; Chanasyk, DS",JOURNAL OF RANGE MANAGEMENT,Nov-01,2001,54,6,704,710,10.2307/4003675,13,0.72
2412,B,Vegetation re-establishment on land previously subject to control of Pteridium aquilinum by herbicide,"Pakeman, Robin J.; Thwaites, Rachael H.; Le Duc, Mike G.; Marrs, Rob H.",APPLIED VEGETATION SCIENCE,May-00,2000,3,1,95,104,10.2307/1478923,13,0.68
2413,B,Using a grazing pressure index to predict cattle damage of regenerating tree seedlings,"Pitt, MD; Newman, RF; Youwe, PL; Wikeem, BM; Quinton, DA",JOURNAL OF RANGE MANAGEMENT,Jul-98,1998,51,4,417,422,10.2307/4003326,13,0.62
2414,B,Influence of grazing management on intake and composition of cattle diets,"Hirschfeld, DJ; Kirby, DR; Caton, JS; Silcox, SS; Olson, KC",JOURNAL OF RANGE MANAGEMENT,May-96,1996,49,3,257,263,10.2307/4002888,13,0.57
2415,B,"EFFECTS OF SEASONAL REST IN ABOVEGROUND BIOMASS FOR A NATIVE GRASSLAND OF THE FLOOD PAMPA, ARGENTINA","HIDALGO, LG; CAUHEPE, MA",JOURNAL OF RANGE MANAGEMENT,Sep-91,1991,44,5,471,475,10.2307/4002747,13,0.46
2416,B,VEGETAL DYNAMICS ALONG A GRAZING GRADIENT WITHIN THE COASTAL GRASSLAND OF CENTRAL SOMALIA,"BARKER, JR; HERLOCKER, DJ; YOUNG, SA",AFRICAN JOURNAL OF ECOLOGY,Dec-89,1989,27,4,283,289,10.1111/j.1365-2028.1989.tb01021.x,13,0.43
2417,B,EFFECT OF STOCKING RATE AND SUPPLEMENTARY CONCENTRATE FEEDING ON MILK PRODUCTION,"CASTLE, ME; DRYSDALE, AD; WATSON, JN",JOURNAL OF THE BRITISH GRASSLAND SOCIETY,1968,1968,23,2,137,&,,13,0.25
2418,B,USE OF LIVEWEIGHT-GAIN TRIALS FOR PASTURE EVALUATION IN TROPICS .2. VARIABLE STOCKING RATE DESIGNS,"STOBBS, TH; JOBLIN, ADH",JOURNAL OF THE BRITISH GRASSLAND SOCIETY,1966,1966,21,2,181,&,,13,0.25
2419,B,"Thresholds and gradients in a semi-arid grassland: long-term grazing treatments induce slow, continuous and reversible vegetation change","Porensky, Lauren M.; Mueller, Kevin E.; Augustine, David J.; Derner, Justin D.",JOURNAL OF APPLIED ECOLOGY,Aug-16,2016,53,4,1013,1022,10.1111/1365-2664.12630,12,4
2420,B,Decadal-scale rates of reef erosion following El Nino-related mass coral mortality,"Roff, George; Zhao, Jian-xin; Mumby, Peter J.",GLOBAL CHANGE BIOLOGY,Dec-15,2015,21,12,4415,4424,10.1111/gcb.13006,12,3
2421,B,Limitations to the use of facilitation as a restoration tool in arid grazed savanna: a case study,"Noumi, Zouhaier; Chaieb, Mohamed; Michalet, Richard; Touzard, Blaise",APPLIED VEGETATION SCIENCE,Jul-15,2015,18,3,391,401,10.1111/avsc.12158,12,3
2422,B,On-Ranch Grazing Strategies: Context for the Rotational Grazing Dilemma,"Roche, L. M.; Cutts, B. B.; Derner, J. D.; Lubell, M. N.; Tate, K. W.",RANGELAND ECOLOGY & MANAGEMENT,May-15,2015,68,3,248,256,10.1016/j.rama.2015.03.011,12,3
2423,B,"Effects of grazing systems on herbage mass and liveweight gain of Tibetan sheep in Eastern Qinghai-Tibetan Plateau, China","Sun, Y.; Angerer, J. P.; Hou, F. J.",RANGELAND JOURNAL,2015,2015,37,2,181,190,10.1071/RJ14062,12,3
2424,B,Linking vegetation patterns to environmental gradients and human impacts in a mediterranean-type island ecosystem,"Dahlin, Kyla M.; Asner, Gregory P.; Field, Christopher B.",LANDSCAPE ECOLOGY,Nov-14,2014,29,9,1571,1585,10.1007/s10980-014-0076-1,12,2.4
2425,B,Cattle Grazing and Vegetation Succession on Burned Sagebrush Steppe,"Bates, Jonathan D.; Davies, Kirk W.",RANGELAND ECOLOGY & MANAGEMENT,Jul-14,2014,67,4,412,422,10.2111/REM-D-14-00011.1,12,2.4
2426,B,Implementation of a rotational grazing system with large paddocks changes the distribution of grazing cattle in the south-western Italian Alps,"Probo, Massimiliano; Lonati, Michele; Pittarello, Marco; Bailey, Derek W.; Garbarino, Matteo; Gorlier, Alessandra; Lombardi, Giampiero",RANGELAND JOURNAL,2014,2014,36,5,445,458,10.1071/RJ14043,12,2.4
2427,B,Simulating Current Successional Trajectories in Sagebrush Ecosystems With Multiple Disturbances Using a State-and-Transition Modeling Framework,"Evers, Louisa B.; Miller, Richard F.; Doescher, Paul S.; Hemstrom, Miles; Neilson, Ronald P.",RANGELAND ECOLOGY & MANAGEMENT,May-13,2013,66,3,313,329,10.2111/REM-D-11-00220.1,12,2
2428,B,Modeling the impact of rangeland management on forage production of sagebrush species in arid and semi-arid regions of Iran,"Azimi, M.; Heshmati, Gh. A.; Farahpour, M.; Faramarzi, M.; Abbaspour, K. C.",ECOLOGICAL MODELLING,FEB 10 2013,2013,250,,1,14,10.1016/j.ecolmodel.2012.10.017,12,2
2429,B,Macroinvertebrate Community Composition of Temporary Prairie Wetlands: A Preliminary Test of the Effect of Rotational Grazing,"Silver, Carly A.; Vamosi, Steven M.",WETLANDS,Feb-12,2012,32,1,185,197,10.1007/s13157-012-0268-x,12,1.71
2430,B,Geographical and land-use effects on seed-mass variation in common grassland plants,"Voeller, Eva; Auge, Harald; Prati, Daniel; Fischer, Markus; Hemp, Andreas; Bossdorf, Oliver",BASIC AND APPLIED ECOLOGY,2012,2012,13,5,395,404,10.1016/j.baae.2012.06.006,12,1.71
2431,B,Spatial and temporal effects of grazing management and rainfall on the vertebrate fauna of a tropical savanna,"Kutt, A. S.; Vanderduys, E. P.; O'Reagain, P.",RANGELAND JOURNAL,2012,2012,34,2,173,182,10.1071/RJ11049,12,1.71
2432,B,"Two high-mountain burnet moth species (Lepidoptera, Zygaenidae) react differently to the global change drivers climate and land-use","Dieker, Petra; Drees, Claudia; Assmann, Thorsten",BIOLOGICAL CONSERVATION,Dec-11,2011,144,12,2810,2818,10.1016/j.biocon.2011.07.018,12,1.5
2433,B,Bird community responses to cattle stocking rates in a Pacific Northwest bunchgrass prairie,"Johnson, Tracey N.; Kennedy, Patricia L.; DelCurto, Tim; Taylor, Robert V.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Nov-11,2011,144,1,338,346,10.1016/j.agee.2011.10.003,12,1.5
2434,B,Effect of grazing on soil-water content in semiarid rangelands of southeast Idaho,"Weber, K. T.; Gokhale, B. S.",JOURNAL OF ARID ENVIRONMENTS,May-11,2011,75,5,464,470,10.1016/j.jaridenv.2010.12.009,12,1.5
2435,B,CHANGE OF COMPOSITION AND DIVERSITY OF SPECIES AND GRASSLAND MANAGEMENT BETWEEN DIFFERENT GRAZING INTENSITY IN PANNONIAN DRY AND WET GRASSLANDS,"Kiss, T.; Levai, P.; Ferencz, A.; Szentes, Sz; Hufnagel, L.; Nagy, A.; Balogh, A.; Pinter, O.; Salata, D.; Hazi, J.; Toth, A.; Wichmann, B.; Penksza, L.",APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2011,2011,9,3,197,230,10.15666/aeer/0903_197230,12,1.5
2436,B,"The impact of heavy grazing on burrow choice in the pygmy bluetongue lizard, Tiliqua adelaidensis","Pettigrew, Melissa; Bull, C. Michael",WILDLIFE RESEARCH,2011,2011,38,4,299,306,10.1071/WR11052,12,1.5
2437,B,"Testing Disturbance, Seeding Time, and Soil Amendments for Establishing Native Warm-Season Grasses in Non-Native Cool-Season Pasture","Doll, Julie E.; Haubensak, Karen A.; Bouressa, Emma L.; Jackson, Randall D.",RESTORATION ECOLOGY,Jan-11,2011,19,,1,8,10.1111/j.1526-100X.2010.00687.x,12,1.5
2438,B,Integrated Grazing and Prescribed Fire Restoration Strategies in a Mesquite Savanna: II. Fire Behavior and Mesquite Landscape Cover Responses,"Ansley, R. J.; Pinchak, W. E.; Teague, W. R.; Kramp, B. A.; Jones, D. L.; Barnett, K.",RANGELAND ECOLOGY & MANAGEMENT,May-10,2010,63,3,286,297,10.2111/08-172.1,12,1.33
2439,B,Habitat selection by large herbivores in relation to fire at the Bontebok National Park (1974-2009): the effects of management changes,"Kraaij, T.; Novellie, P. A.",AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,Apr-10,2010,27,1,21,27,10.2989/10220111003703450,12,1.33
2440,B,"150 Years of Tree Establishment, Land Use and Climate Change in Montane Grasslands, Northwest Argentina","Carilla, Julieta; Grau, H. Ricardo",BIOTROPICA,Jan-10,2010,42,1,49,58,10.1111/j.1744-7429.2009.00565.x,12,1.33
2441,B,Factors affecting the structure of bee assemblages in extensively and intensively grazed grasslands in Hungary,"Sarospataki, M.; Baldi, A.; Batary, P.; Jozan, Z.; Erdoes, S.; Redei, T.",COMMUNITY ECOLOGY,Dec-09,2009,10,2,182,188,10.1556/ComEc.10.2009.2.7,12,1.2
2442,B,Why do some species in arid lands increase under grazing? Mechanisms that favour increased abundance of Maireana pyramidata in overgrazed chenopod shrublands of South Australia,"Facelli, Jose M.; Springbett, Heather",AUSTRAL ECOLOGY,Aug-09,2009,34,5,588,597,10.1111/j.1442-9993.2009.01970.x,12,1.2
2443,B,Runoff quality evaluations of continuous and rotational over-wintering systems for beef cows,"Owens, Lloyd B.; Shipitalo, Martin J.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Feb-09,2009,129,4,482,490,10.1016/j.agee.2008.11.003,12,1.2
2444,B,Is breeding of farmland wading birds depressed by a combination of predator abundance and grazing?,"van der Wal, R.; Palmer, S. C. F.",BIOLOGY LETTERS,JUN 23 2008,2008,4,3,256,258,10.1098/rsbl.2008.0012,12,1.09
2445,B,The effect of landscape structure and habitat quality on the occurrence of Geranium sylvaticum in fragmented hay meadows,"Pacha, Maria J.; Petit, Sandrine",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jan-08,2008,123,01-Mar,81,87,10.1016/j.agee.2007.05.002,12,1.09
2446,B,Impact of sheep grazing on nutrient budgets of dry heathlands,"Fottner, S.; Haerdtle, W.; Niemeyer, M.; Niemeyer, T.; von Oheimb, G.; Meyer, H.; Mockenhaupt, M.",APPLIED VEGETATION SCIENCE,Dec-07,2007,10,3,391,398,10.1111/j.1654-109X.2007.tb00438.x,12,1
2447,B,"Plant species richness in relation to pasture position, management, and scale","Guretzky, John A.; Moore, Kenneth J.; Burras, C. Lee; Brummer, E. Charles",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Nov-07,2007,122,3,387,391,10.1016/j.agee.2007.02.002,12,1
2448,B,Ecological risks of outdoor pig fattening in organic farming and strategies for their reduction - Results of a field experiment in the centre of Germany,"Quintern, Michael; Sundrum, Albert",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Dec-06,2006,117,4,238,250,10.1016/j.agee.2006.04.001,12,0.92
2449,B,Is vegetation inside Carex sempervirens tussocks highly specific or an image of the surrounding vegetation?,"Yu, Fei-Hail; Kruesi, Bertil; Schuetz, Martin; Schneller, Jakob; Wildi, Otto",JOURNAL OF VEGETATION SCIENCE,Oct-06,2006,17,5,567,576,10.1658/1100-9233(2006)17[567:IVICST]2.0.CO;2,12,0.92
2450,B,Spring-fed wetland and riparian plant communities respond differently to altered grazing intensity,"Jackson, RD; Allen-Diaz, B",JOURNAL OF APPLIED ECOLOGY,Jun-06,2006,43,3,485,498,10.1111/j.1365-2664.2006.01150.x,12,0.92
2451,B,Death model for tussock perennial grasses: thresholds for grazing-induced mortality of mulga Mitchell grass (Thyridolepis mitchelliana),"Hacker, Ronald B.; Hodgkinson, Kenneth C.; Melville, Gavin J.; Bean, Judith; Clipperton, Stephen P.",RANGELAND JOURNAL,2006,2006,28,2,105,114,10.1071/RJ06001,12,0.92
2452,B,"Evaluating management techniques for controlling Molinia caerulea and enhancing Calluna vulgaris on upland wet heathland in Northern England, UK","Ross, S; Adamson, H; Moon, A",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jul-03,2003,97,01-Mar,39,49,10.1016/S0167-8809(03)00141-5,12,0.75
2453,B,Evaluating grazing strategies for cattle: Nutrition of cattle and deer,"Ortega, IM; SolteroGardea, S; Drawe, DL; Bryant, FC",JOURNAL OF RANGE MANAGEMENT,Nov-97,1997,50,6,631,637,10.2307/4003459,12,0.55
2454,B,EFFECTS OF GRAZING MANAGEMENT ON STANDING CROP DYNAMICS IN TALLGRASS PRAIRIE,"CASSELS, DM; GILLEN, RL; MCCOLLUM, FT; TATE, KW; HODGES, ME",JOURNAL OF RANGE MANAGEMENT,Jan-95,1995,48,1,81,84,10.2307/4002509,12,0.5
2455,B,COMPARISON OF SEEDED AND NATIVE PASTURES GRAZED FROM MID-MAY THROUGH SEPTEMBER,"HOFMANN, L; RIES, RE; KARN, JF; FRANK, AB",JOURNAL OF RANGE MANAGEMENT,May-93,1993,46,3,251,254,10.2307/4002616,12,0.46
2456,B,BOBWHITE HABITAT USE UNDER SHORT DURATION AND DEFERRED-ROTATION GRAZING,"WILKINS, RN; SWANK, WG",JOURNAL OF RANGE MANAGEMENT,Nov-92,1992,45,6,549,553,10.2307/4002570,12,0.44
2457,B,CATTLE-DEER INTERACTIONS IN THE SIERRA-NEVADA - A BIOECONOMIC APPROACH,"LOOMIS, JB; LOFT, ER; UPDIKE, DR; KIE, JG",JOURNAL OF RANGE MANAGEMENT,Jul-91,1991,44,4,395,399,10.2307/4002407,12,0.43
2458,B,Flower abundance and vegetation height as predictors for nectar-feeding insect occurrence in Swedish semi-natural grasslands,"Milberg, Per; Bergman, Karl-Olof; Cronvall, Erik; Eriksson, Asa I.; Glimskar, Anders; Islamovic, Azra; Jonason, Dennis; Lofqvist, Zandra; Westerberg, Lars",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,AUG 16 2016,2016,230,,47,54,10.1016/j.agee.2016.05.029,11,3.67
2459,B,"Termite mounds differ in their importance for herbivores across savanna types, seasons and spatial scales","Davies, Andrew B.; Levick, Shaun R.; Robertson, Mark P.; van Rensburg, Berndt J.; Asner, Gregory P.; Parr, Catherine L.",OIKOS,May-16,2016,125,5,726,734,10.1111/oik.02742,11,3.67
2460,B,Nitrogen Uptake in an Alpine Kobresia Pasture on the Tibetan Plateau: Localization by N-15 Labeling and Implications for a Vulnerable Ecosystem,"Schleuss, Per-Marten; Heitkamp, Felix; Sun, Yue; Miehe, Georg; Xu, Xingliang; Kuzyakov, Yakov",ECOSYSTEMS,Sep-15,2015,18,6,946,957,10.1007/s10021-015-9874-9,11,2.75
2461,B,Land abandonment and intensification diminish spatial and temporal -diversity of grassland plants and herbivorous insects within paddy terraces,"Uchida, Kei; Ushimaru, Atushi",JOURNAL OF APPLIED ECOLOGY,Aug-15,2015,52,4,1033,1043,10.1111/1365-2664.12443,11,2.75
2462,B,Species-abundance-seed-size patterns within a plant community affected by grazing disturbance,"Wu, Gao-Lin; Shang, Zhan-Huan; Zhu, Yuan-Jun; Ding, Lu-Ming; Wang, Dong",ECOLOGICAL APPLICATIONS,Apr-15,2015,25,3,848,855,10.1890/14-0135.1,11,2.75
2463,B,Direct Effects of Cattle on Grassland Birds in Canada,"Bleho, Barbara I.; Koper, Nicola; Machtans, Craig S.",CONSERVATION BIOLOGY,Jun-14,2014,28,3,724,734,10.1111/cobi.12259,11,2.2
2464,B,"Cattle grazing influences soil microbial biomass in sub-tropical grassland ecosystems at Nambol, Manipur, northeast India","Devi, T. Indira; Yadava, P. S.; Garkoti, S. C.",TROPICAL ECOLOGY,May-14,2014,55,2,195,206,,11,2.2
2465,B,Different Root and Shoot Responses to Mowing and Fertility in Native and Invaded Grassland,"Balogianni, Vasiliki G.; Wilson, Scott D.; Vaness, Brenda M.; MacDougall, Andrew S.; Pinno, Bradley D.",RANGELAND ECOLOGY & MANAGEMENT,Jan-14,2014,67,1,39,45,10.2111/REM-D-13-00080.1,11,2.2
2466,B,Temperature and Precipitation Affect Steer Weight Gains Differentially by Stocking Rate in Northern Mixed-Grass Prairie,"Reeves, Justin L.; Derner, Justin D.; Sanderson, Matt A.; Petersen, Mark K.; Vermeire, Lance T.; Hendrickson, John R.; Kronberg, Scott L.",RANGELAND ECOLOGY & MANAGEMENT,Jul-13,2013,66,4,438,444,10.2111/REM-D-12-00157.1,11,1.83
2467,B,Long-term vegetation responses to different goat grazing regimes in semi-natural ecosystems: a case study in Tenerife (Canary Islands),"Fernandez-Lugo, Silvia; Ramon Arevalo, Jose; de Nascimento, Lea; Mata, Javier; Alberto Bermejo, Luis",APPLIED VEGETATION SCIENCE,Jan-13,2013,16,1,74,83,10.1111/j.1654-109X.2012.01211.x,11,1.83
2468,B,Plant species composition and soil characteristics around Iranian piospheres,"Shahriary, E.; Palmer, M. W.; Tongway, D. J.; Azarnivand, H.; Jafari, M.; Saravi, M. Mohseni",JOURNAL OF ARID ENVIRONMENTS,Jul-12,2012,82,,106,114,10.1016/j.jaridenv.2012.02.004,11,1.57
2469,B,"Grassland Birds and Rotational-Grazing in the Northeast: Breeding Ecology, Survival and Management Opportunities","Perlut, Noah G.; Strong, Allan M.",JOURNAL OF WILDLIFE MANAGEMENT,Apr-11,2011,75,3,715,720,10.1002/jwmg.81,11,1.38
2470,B,Acceptability of plant species along grazing gradients around watering points in Tunisian arid zone,"Tarhouni, Mohamed; Ben Salem, Farah; Belgacem, Azaiez Ouled; Neffati, Mohamed",FLORA,2010,2010,205,7,454,461,10.1016/j.flora.2009.12.020,11,1.22
2471,B,Behavioural responses of the lizard Pedioplanis l. lineoocellata to overgrazing,"Wasiolka, B.; Blaum, N.; Jeltsch, F.; Henschel, J.",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,MAR-APR 2009,2009,35,2,157,162,10.1016/j.actao.2008.09.009,11,1.1
2472,B,Responses of Shrub Midstory and Herbaceous Layers to Managed Grazing and Fire in a North American Savanna (Oak Woodland) and Prairie Landscape,"Harrington, John A.; Kathol, Emily",RESTORATION ECOLOGY,Mar-09,2009,17,2,234,244,10.1111/j.1526-100X.2008.00369.x,11,1.1
2473,B,The effect of domestic sheep on forage plants of wild reindeer; a landscape scale experiment,"Mysterud, Atle; Austrheim, Gunnar",EUROPEAN JOURNAL OF WILDLIFE RESEARCH,Aug-08,2008,54,3,461,468,10.1007/s10344-008-0171-1,11,1
2474,B,Habitat relationships of eastern red-backed salamanders (Plethodon cinereus) in Appalachian agroforestry and grazing systems,"Riedel, Breanna L.; Russell, Kevin R.; Ford, W. Mark; O'Neill, Katherine P.; Godwin, Harry W.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Apr-08,2008,124,03-Apr,229,236,10.1016/j.agee.2007.10.001,11,1
2475,B,A model simulation analysis of soil nitrate concentrations - Does soil organic matter pool structure or catch crop growth parameters matter most?,"Pedersen, Anders; Petersen, Bjorn M.; Eriksen, Jorgen; Hansen, Soren; Jensen, Lars S.",ECOLOGICAL MODELLING,JUL 10 2007,2007,205,01-Feb,209,220,10.1016/j.ecolmodel.2007.02.016,11,0.92
